"title","category","duration","channel","description","intensity","props","url"
"Joga na Zdrowe Plecy - odcinek szyjny kręgosłupa ★☆☆☆","Zdrowe plecy, Szyja, Relaks, Wzmacnianie","51","Yoga Home","Łagodna sesja jogi skoncentrowana na szyi i karku, łącząca zdrowy ruch z oddechem. Delikatnie rozluźnimy oraz wzmacniamy mięśnie odpowiedzialne za prawidłowe ustawienie głowy.","2","Poduszka","https://www.youtube.com/watch?v=g4GSRQZ-KHY"
"Vinyasa rozciągająca. Pozycja Tancerza ★★☆☆","Vinyasa, Tancerz, Równowaga, Rozciąganie","58","Yoga Home","Sesja jogi koncentrująca się na przygotowaniu ciała do pozycji Natarajasana. Rozciągniemy ciało oraz skoncentrujemy się na technice wykonania pozycji tancerza.","3","Brak","https://www.youtube.com/watch?v=XUP9VMtNYTI"
"Intensywna JOGA w 15 minut. Praktyka metodą rampy ★★★☆ LADDER FLOW!","Vinyasa, Cardio, Rampy, Wyzwanie","20","Yoga Home","Sesja jogi metodą rampy, która zawiera niestandardowe i wyzwaniowe przejścia. Przygotuj się na intensywne i dynamiczne flow.","4","Brak","https://www.youtube.com/watch?v=glFDvVXTAjE"
"ChoreoVinyasa - zamknięte oczy ★★☆☆/★★★☆","Vinyasa, Ruch z oddechem, Sekwencje, Medytacja","63","Yoga Home","Sesja jogi prowadzona metodą Vinyasy, gdzie ruch łączy się z oddechem. Będziemy krok po kroku rozpracowywać sekwencję asan w płynny sposób.","3","Brak","https://www.youtube.com/watch?v=MMn1RjnNQzI"
"Joga na Zdrowe Plecy - odcinek piersiowy kręgosłupa ★☆☆☆","Zdrowe plecy, Piersiowy, Relaks, Wzmacnianie","47","Yoga Home","Łagodna sesja jogi dla okolicy łopatek i mostka, koncentrująca się na ruchu połączonym z oddechem. Rozluźnimy i wzmacniamy mięśnie klatki piersiowej.","2","Brak","https://www.youtube.com/watch?v=eIp65YrdfSo"
"Vinyasa rozciągająca - Supta padangusthasana ★★☆☆","Vinyasa, Rozciąganie, Supta padangusthasana, Aktywność","65","Yoga Home","Sesja jogi przygotowująca do pozycji Supta padangusthasana, łącząca ruch z oddechem oraz dłuższe zatrzymania w asanach.","3","Brak","https://www.youtube.com/watch?v=U5z04zVvVM8"
"Chaturanga YOGA CHALLENGE! Sprawdź jak bardzo lubisz Vinyasę!","Vinyasa, Wzmacnianie, Challenge, Zabawa","16","Yoga Home","Sesja jogi skoncentrowana na wzmacnianiu i pobudzaniu krążenia, pozwala na zabawę poprzez powtórzenia Vinyas.","3","Brak","https://www.youtube.com/watch?v=ln6geeHQe0k"
"Vinyasa rozciągająca - pozycja Syreny ★★☆☆/★★★☆","Vinyasa, Syrena, Rozciąganie, Technika","60","Yoga Home","Vinyasa rozciągająca przygotowująca ciało do pozycji Syreny, łącząca technikę wykonania asany z głębokim rozciąganiem.","3","Brak","https://www.youtube.com/watch?v=TZzOO6dWm3U"
"Joga na Zdrowe Plecy - miednica i odcinek lędźwiowy ★☆☆☆","Zdrowe plecy, Lędźwiowy, Relaks, Wzmacnianie","42","Yoga Home","Łagodna sesja jogi koncentrująca się na miednicy i dolnych plecach, łącząca zdrowy ruch z oddechem oraz wzmacnianiem mięśni.","2","Brak","https://www.youtube.com/watch?v=HxQ8CEzsCEc"
"Vinyasa Joga Rozciągająca ★★☆☆","Vinyasa, Rozciąganie, Biodra, Równowaga","62","Yoga Home","Sesja jogi koncentrująca się na przygotowaniu ciała do pozycji Tańczącego Shivy, z naciskiem na równowagę i aktywizację mięśni głębokich.","3","Brak","https://www.youtube.com/watch?v=itH65FtR8MI"
"Joga zamiast kawy! ★★☆☆ 30 min na dobry start dnia!","Poranek, Vinyasa, Energia, Rozluźnienie","31","Yoga Home","Krótka, pobudzająca sesja jogi z sekwencjami opartymi na powitaniach słońca oraz pozycjach stojących i siedzących.","2","Brak","https://www.youtube.com/watch?v=YK5YlXOHLIo"
"Slow Flow z wałkiem do jogi ★☆☆☆","Slow Flow, Rozluźnienie, Wałek, Asany","58","Yoga Home","Spokojna sesja slow flow z asanami rozciągającymi, głównie wykonywanymi z użyciem wałka.","2","Wałek","https://www.youtube.com/watch?v=AhaW-Za2Dkc"
"Joga rozciągająca - Ardha matsyendrasana ★★☆☆","Vinyasa, Skręty, Rozciąganie, Kręgosłup","72","Yoga Home","Sesja jogi rozpracowująca pozycję Ardha matsyendrasana, z naciskiem na odpowiednie rozciąganie ciała.","2","Brak","https://www.youtube.com/watch?v=SSegxpvha-s"
"Krótka sesja wygięć w tył ★★★☆ 15 minut na Jogę","Vinyasa, Wygięcia, Zaawansowani, Krótka sesja","18","Yoga Home","Krótka, wymagająca sesja Vinyasy skoncentrowana na wygięciach w tył, przeznaczona dla osób zaawansowanych.","4","Brak","https://www.youtube.com/watch?v=BD21YWAB_B0"
"Ashtanga - pierwsza seria różne warianty ★★☆☆","Ashtanga, Vinyasa, Wzmacnianie, Średniozaawansowani","90","Yoga Home","Sesja jogi metodą Vinyasy wykorzystującą sekwencję Ashtangi, z naciskiem na poprawne wykonanie chaturangi i psów.","3","Brak","https://www.youtube.com/watch?v=cGNF4nachUU"
"Joga Zdrowe Plecy - mobilność gruszkowatego ★☆☆☆","Zdrowe Plecy, Mobilność, Rozluźnienie, Początkujący","61","Yoga Home","Łagodna sesja jogi skupiająca się na mobilizacji obszaru pośladków i mięśnia gruszkowatego.","2","Brak","https://www.youtube.com/watch?v=6cCnHy5T2Ds"
"Joga wzmacniająca - Vasisthasana (side plank) ★★☆☆","Vinyasa, Wzmacniająca, Technika, Deska boczna","70","Yoga Home","Sesja Vinyasa przygotowująca ciało do pozycji Vasisthasana, łącząca wzmacnianie z techniką.","3","Brak","https://www.youtube.com/watch?v=AITIaG7q_3o"
"Głębokie rozciąganie - rotacja zewnętrzna w biodrze ★★★☆","Vinyasa, Biodra, Rotacje, Średniozaawansowani","73","Yoga Home","Sesja jogi koncentrująca się na rotacji zewnętrznej w biodrze, z dłuższym czasem w pozycjach.","4","Brak","https://www.youtube.com/watch?v=HxCjQxJunGU"
"Głęboki relaks: Yin joga + Nidra ★☆☆☆","Relaks, Yin, Nidra, Oddech","53","Yoga Home","Sesja jogi łącząca praktykę yin z głęboką relaksacją poprzez nidrę. Skupiamy się na odpuszczeniu i rozluźnieniu.","1","Brak","https://www.youtube.com/watch?v=UwZ2MHabens"
"Joga rozciągająca - skłon na szerokich nogach ★★☆☆","Rozciąganie, Skłon, Vinyasa, Nogi","69","Yoga Home","Sesja jogi przygotowująca ciało do skłonu w przód na szerokich nogach, ze szczególnym naciskiem na rozciąganie tylniej taśmy nóg.","2","Brak","https://www.youtube.com/watch?v=-yXzOQSxmEs"
"Joga zamiast kawy? ★★☆☆ Poranna rutyna.","Poranek, Energetyzująca, Vinyasa, Połączenie","29","Yoga Home","Praktyka jogi idealna na poranny rozruch, łącząca energię z techniką jogi dla poprawy samopoczucia.","2","Brak","https://www.youtube.com/watch?v=Ang-yAZ8aug"
"Vinyasa Joga Wzmacniająca ★★☆☆ metoda RAMPA","Vinyasa, Wzmacnianie, Średniozaawansowana, Oddech","58","Yoga Home","Sesja jogi dla osób średniozaawansowanych, koncentrująca się na sekwencjach RAMPA połączonych z oddechem.","3","Brak","https://www.youtube.com/watch?v=9b_iVDS6TzQ"
"Joga Zdrowe Plecy ★☆☆☆ praca ze stopami","Zdrowe Plecy, Mobilność, Stopy, Rozluźnienie","60","Yoga Home","Spokojna sesja jogi koncentrująca się na mobilności stóp, łącząca rozluźnienie z ćwiczeniami.","1","Brak","https://www.youtube.com/watch?v=uLRJ6O0lXMU"
"Joga wzmacniająca - Wojownik 3 ★★☆☆","Wzmacniająca, Vinyasa, Wojownik, Technika","73","Yoga Home","Sesja jogi skupiająca się na technice Wojownika 3, rozwijająca siłę i stabilność.","3","Brak","https://www.youtube.com/watch?v=5VOdsGxsNOg"
"Savasana - relaks po praktyce - 15 minut na jogę ★☆☆☆","Relaks, Savasana, Wyciszenie, Praktyka","17","Yoga Home","Krótka sesja jogi mająca na celu wyciszenie ciała po praktyce asan, idealna przed snem.","1","Brak","https://www.youtube.com/watch?v=hAWsynYqqSQ"
"Głębokie rozciąganie w kierunku nogi za głową ★★★☆","Rozciąganie, Vinyasa, Biodra, Technika","72","Yoga Home","Praktyka vinyasa rozciągająca ciało w kierunku nogi za głową, z naciskiem na rotację zewnętrzną w biodrach.","3","Brak","https://www.youtube.com/watch?v=g2YgJsBoBWw"
"Łagodne Slow Flow ★☆☆☆ Rozciąganie boków tułowia","Slow Flow, Rozciąganie, Boki, Łagodna","58","Yoga Home","Łagodna praktyka jogi o charakterze slow flow, skoncentrowana na rozciąganiu boków tułowia.","2","Brak","https://www.youtube.com/watch?v=Ovna2ELFEsk"
"Powitania słońca A i B ★★✩✩ 15 min na jogę","Poranek, Vinyasa, Rozgrzewka","15","Yoga Home","Sesja jogi zawierająca powitania słońca A i B, idealna na każdy moment dnia. Możesz wykorzystać ją jako samodzielną sesję lub połączyć z innymi blokami.","3","Brak","https://www.youtube.com/watch?v=ul4i6OFQ-dw"
"Wzmacniająca Vinyasa Joga ★★★☆ metoda rampy","Vinyasa, Siła, Wymagająca","57","Yoga Home","Dynamiczna sesja jogi prowadzona metodą RAMPY, w której budujemy asanę po asanie, zapewniając płynny ruch w rytmie oddechu.","4","Brak","https://www.youtube.com/watch?v=ZmuHll8Lslo"
"Joga w domu ★☆☆☆ Krok 4/4","Siła, Joga dla początkujących","57","Yoga Home","Sesja jogi mająca na celu wprowadzenie do praktyki i budowanie siły. Skupiamy się na wzmacnianiu osłabionych partii ciała.","2","Brak","https://www.youtube.com/watch?v=YYQfQDH46Uo"
"Joga rozciągająca zginacze bioder! ★★☆☆","Rozciąganie, Biodra","70","Yoga Home","Praktyka jogi skoncentrowana na rozciąganiu zginaczy bioder i przygotowaniu do pozycji Anjaneyasana.","3","Klocki","https://www.youtube.com/watch?v=CMsBNz6zW1g"
"Joga zamiast kawy? Poranna rozgrzewka","Poranek, Rozgrzewka, Energetyzująca","30","Yoga Home","Poranna sesja jogi mająca na celu energetyzację i rozruszanie ciała przed rozpoczęciem dnia.","2","Brak","https://www.youtube.com/watch?v=mvlqU4Ko-6Q"
"Joga w domu ★☆☆☆ Krok 3/4","Joga dla początkujących, Świadomość ciała","43","Yoga Home","Czwarty krok w serii praktyk, skupiający się na budowaniu świadomości ciała i samokontroli w jodze.","2","Brak","https://www.youtube.com/watch?v=W4xXX0Cln9Q"
"Joga rozciągająca na biodra! ★★☆☆","Rozciąganie, Biodra","76","Yoga Home","Sesja jogi rozciągającej skoncentrowana na przygotowaniu do pozycji Gomukhasana oraz poprawie zakresu ruchu bioder.","2","Poduszka","https://www.youtube.com/watch?v=K4i-Veh8dTA"
"Praktyka z kołem do jogi! ★★✩✩ YogaWheel","Yin, Rozciąganie, YogaWheel","16","Yoga Home","Krótka praktyka z wykorzystaniem koła do jogi, skupiająca się na głębszych wygięciach i rozciąganiu obręczy barkowej.","2","Koło do jogi","https://www.youtube.com/watch?v=uW3SEwFfDZU"
"Joga wzmacniająca mięśnie brzucha i core ★★★☆","Brzuch, Wzmocnienie, Power Yoga, Core","56","Yoga Home","Sesja jogi ukierunkowana na wzmocnienie mięśni brzucha i stabilizację ciała poprzez mięśnie głębokie. W trakcie praktyki wykorzystamy pozycje deski i inne.","4","Brak","https://www.youtube.com/watch?v=0y80o4D-I9A"
"Joga w domu ★☆☆☆ Krok 2/4","Hatha, Początkujący, Pies z głową w dół, Wprowadzenie","41","Yoga Home","Praktyka jogi, w której zajmiemy się techniką pozycji psa z głową w dół oraz kluczowymi punktami do wykonania tego ćwiczenia.","2","Brak","https://www.youtube.com/watch?v=5oT7mUDY2Q4"
"Joga rozciągająca - Dhanurasana ★★☆☆ pozycja łuku","Rozciąganie, Vinyasa, Kręgosłup, Dhanurasana","72","Yoga Home","Sesja jogi w stylu vinyasa, która przygotowuje do wykonania pozycji łuku, koncentrując się na otwieraniu klatki piersiowej i mobilności kręgosłupa.","3","Brak","https://www.youtube.com/watch?v=O070QLZo8lQ"
"Joga zamiast kawy? ★★☆☆ Zacznij dobrze swój dzień","Poranek, Energia, Rozgrzewka, Ożywienie","31","Yoga Home","Krótka praktyka jogi dedykowana na start dnia, mająca na celu energetyzację i rozruszanie ciała przed pracą.","3","Brak","https://www.youtube.com/watch?v=E5X9ssIvTz8"
"Praktyka księżycowa ★★☆☆","Relaks, Vinyasa, Powitanie Księżyca, Regeneracja","54","Yoga Home","Vinyasa księżycowa, praktyka oparta na delikatnych wygięciach w tył, dedykowana na czas nowiu i pełni.","2","Poduszka","https://www.youtube.com/watch?v=3Og_hRkqO4k"
"Joga w domu ★☆☆☆ Krok 1/4","Poranek, Początkujący, Krok 1, Wprowadzenie","29","Yoga Home","Pierwsza sesja wprowadzająca do jogi, trwająca 30 minut, mająca na celu stopniowe przyzwyczajenie ciała do praktyki.","2","Brak","https://www.youtube.com/watch?v=dyOG_jN87ZM"
"Joga na lepsze oddychanie ★☆☆☆","Oddychanie, Początkujący, Relaks, Terapia","56","Yoga Home","Sesja jogi skupiająca się na poprawie oddychania, idealna dla początkujących, z naciskiem na terapeutyczne aspekty asan.","2","Brak","https://www.youtube.com/watch?v=V_uHwjW-aUE"
"Jogowe mostki w różnych odsłonach ★★★☆","Mostek, Zaawansowani, Modyfikacje, Dynamiczne","68","Yoga Home","Sesja jogi skoncentrowana na pozycji mostka i jej modyfikacjach, z dynamiczną rozgrzewką przed głównym ćwiczeniem.","4","Brak","https://www.youtube.com/watch?v=bUIHbhPcOfo"
"Szybka rozgrzewka przed bieganiem! 10 minut","Rozgrzewka, Biegacze, Ciało, Prewencja","12","Yoga Home","Krótka rozgrzewka mająca na celu przygotowanie ciała i głowy do biegania, zapobiegając kontuzjom.","2","Brak","https://www.youtube.com/watch?v=jUd8-OTpnkw"
"Yin Joga dla biegaczy ★☆☆☆","Yin, Biegacze, Rozciąganie, Ciało","72","Yoga Home","Sesja Yin Jogi skoncentrowana na spokojnych pozycjach, które są trzymane przez dłuższy czas, dedykowana biegaczom.","2","Poduszka","https://www.youtube.com/watch?v=d37z3XkLCuM"
"Joga na odcinek szyjny kręgosłupa ★☆☆☆ 15 minut na jogę","Kręgosłup, Szyja, Relaks, Zdrowie","18","Yoga Home","Sesja jogi skupiająca się na rozluźnieniu i wzmocnieniu mięśni szyi i karku, idealna po pracy przy komputerze.","1","Brak","https://www.youtube.com/watch?v=RnhgjiNoP3g"
"Joga + spięcia izometryczne ★★☆☆ Vinyasa wzmacniająca","Vinyasa, Wzmacnianie, Izometria, Ciało","59","Yoga Home","Sesja jogi metodą Vinyasy skoncentrowana na wzmacnianiu z wykorzystaniem technik spięć izometrycznych.","3","Brak","https://www.youtube.com/watch?v=LflDFvjtGWM"
"Powykręcana praktyka Jogi ★★★☆ Vinyasa rozciągająca","Vinyasa, Skręty, Zaawansowani, Ciało","70","Yoga Home","Sesja Vinyasy koncentrująca się na pozycjach skrętnych, dedykowana osobom zaawansowanym.","4","Ręcznik, Pasek","https://www.youtube.com/watch?v=WoPBuHwiKTE"
"Sekwencja Księżycowa ★★☆☆ 15 minut na jogę","Księżycowa, Relaks, Ciało, Rozciąganie","13","Yoga Home","Sesja jogi przepracowująca sekwencję księżycową, która można łączyć z innymi blokami praktyki.","2","Brak","https://www.youtube.com/watch?v=HxKb2PV3OsY"
"Intensywna Joga dla biegaczy ★★☆☆","Vinyasa, Dynamiczna, Biegacze, Ciało","70","Yoga Home","Dynamiczna sesja Vinyasy łącząca ruch z oddechem, dedykowana dla biegaczy pragnących intensywniejszego treningu.","3","Ręcznik","https://www.youtube.com/watch?v=ga08SzMyWqY"
"Joga zamiast kawy! Dobry start dnia","Poranek, Energia, Ciało, Pobudzenie","29","Yoga Home","Energetyzująca sesja jogi na start dnia, mająca na celu rozruszanie ciała i dodanie energii.","2","Brak","https://www.youtube.com/watch?v=JCbdZ01Mfsc"
"Rozciągająca Joga ★★☆☆ Ogólnorozwojowa vinyasa","Vinyasa, Rozciąganie, Ciało, Relaks","71","Yoga Home","Spokojna sesja jogi, która koncentruje się na oddechu i rozciąganiu całego ciała.","2","Brak","https://www.youtube.com/watch?v=6PYlHNf7L2U"
"Wzmacniająca Vinyasa Joga ★★★☆ metoda rampy","Vinyasa, Wzmacnianie, Zaawansowani, Rampa","59","Yoga Home","Dynamiczna sesja jogi prowadzona metodą RAMPY, dedykowana zaawansowanym praktykom.","4","Brak","https://www.youtube.com/watch?v=-xOTfotMUAo"
"Joga na stres- sesja oddechowa ★☆☆☆ 15 minut na jogę","Relaks, Oddech, Ciało, Łagodna","17","Yoga Home","Sesja skoncentrowana na oddechu, mająca na celu wyciszenie ciała i uspokojenie umysłu.","1","Brak","https://www.youtube.com/watch?v=H8Ua-NRhwGU"
"Ekspresowa Joga dla biegaczy ★★☆☆","Biegacze, Umiarkowana, Krążenie, Rozciąganie","102","Yoga Home","Dynamiczna sesja jogi dla biegaczy, łącząca rozciąganie z delikatnym wzmacnianiem nóg.","2","Brak","https://www.youtube.com/watch?v=QgDS4IrG64c"
"Przerwa w pracy na JOGĘ ★☆☆☆ 15 minut na jogę","Kręgosłup, Praca, Rozciąganie, Łagodna","19","Yoga Home","Sesja jogi przygotowana dla osób spędzających długi czas przy biurku, mająca na celu przeciwdziałanie napięciom.","1","Brak","https://www.youtube.com/watch?v=WAqI02g7ZIw"
"Joga po całym dniu siedzenia ★☆☆☆ zdrowe plecy","Zdrowe Plecy, Kręgosłup, Łagodna, Wzmacnianie","60","Yoga Home","Łagodna sesja jogi, przeciwważająca skutki długiego siedzenia, idealna dla początkujących.","1","Brak","https://www.youtube.com/watch?v=ns2qnDWwP9Y"
"""Fallen angel"" do ""Koundinyasana A"" ★★★☆","Vinyasa, Zaawansowana, Balans, Wzmacnianie","67","Yoga Home","Sesja Vinyasy mająca na celu przygotowanie do zaawansowanych pozycji balansowych.","4","Brak","https://www.youtube.com/watch?v=v_v2NgvzWKU"
"Powitanie Księżyca MOON DAY ★★☆☆ 15 minut na jogę","Vinyasa, Księżyc, Łagodna, Relaks","15","Yoga Home","Krótka praktyka Vinyasy skoncentrowana na powitaniach księżyca.","2","Brak","https://www.youtube.com/watch?v=OYX9BD5qjEU"
"Fitness Joga ★★☆☆ dla biegaczy","Biegacze, Wzmacnianie, Vinyasa, Umiarkowana","57","Yoga Home","Sesja jogi z elementami powtarzalnych ruchów, dedykowana osobom biegającym.","2","Brak","https://www.youtube.com/watch?v=lJ8ZYbr2GnA"
"Joga zamiast kawy? ★★✩✩ Poranny rozruch","Poranek, Energia, Łagodna, Pobudzenie","27","Yoga Home","Sesja jogi na początek dnia, mająca na celu pobudzenie ciała i dodanie energii.","2","Brak","https://www.youtube.com/watch?v=vS4o_eWpsSg"
"Vinyasa Joga ★★★☆ rozciągająco-wzmacniająca","Vinyasa, Zaawansowana, Wzmacnianie, Rozciąganie","70","Yoga Home","Zaawansowana sesja Vinyasy łącząca elementy wzmacniania i rozciągania.","4","Brak","https://www.youtube.com/watch?v=FiGbDHuChKs"
"Praktyka na poprawę balansu ★★☆☆ 15 minut na jogę","Balans, Vinyasa, 15 minut, Rozciąganie","17","Yoga Home","15-minutowa sesja na poprawę balansu z użyciem kostki do jogi, skupiająca się na pozycjach balansowych.","2","Klocki","https://www.youtube.com/watch?v=thqyYDjmd5o"
"Slow Flow po długim bieganiu ★☆☆☆ joga dla biegaczy","Rozciąganie, Vinyasa, Biegacze, 15 minut","69","Yoga Home","Sesja jogi dedykowana biegaczom, skoncentrowana na rozciąganiu nóg w stylu SLOW.","2","Brak","https://www.youtube.com/watch?v=kjPw5A0KPEA"
"Rozciąganie przywodzicieli ★☆☆☆ 15 minut na jogę","Rozciąganie, Biodra, 15 minut, Przywodziciele","16","Yoga Home","15-minutowa sesja rozciągania mięśni przywodzicieli ud, skoncentrowana na otwieraniu bioder.","2","Podkładki","https://www.youtube.com/watch?v=9BVCFuQxUNw"
"Vinyasa z choreografią ★★★☆ sesja jogi","Vinyasa, Choreografia, Sesja jogi, Płynność","58","Yoga Home","Sesja jogi w stylu vinyasa, poprowadzona w formie choreografii z płynnych przejściami pomiędzy asanami.","3","Brak","https://www.youtube.com/watch?v=gbPlyMnWmh0"
"Wstęp do Ashtanga Yoga ★★☆☆ sesja jogi","Ashtanga, Vinyasa, Średniozaawansowani, Sesja jogi","43","Yoga Home","Praktyka asan z pierwszej serii Ashtanga Vinyasa Jogi z uwagą na technikę wykonywania asan.","2","Brak","https://www.youtube.com/watch?v=lQAqDaUJvC8"
